0	1
1	0.29882
2	0.15695
3	0.09409
4	0.05161
5	0.02673
6	0.01333
7	0.00647
8	0.00308
9	0.00145
10	0.00067
11	0.00031
12	0.00014
13	0.00006
14	0.00003
15	0.00001
16	0.00001
