2	2	2.150
4	8	14.101
6	18	12.520
8	32	8.951
10	50	3.986
12	72	5.784
14	98	10.785
16	128	8.493
18	162	10.890
20	200	13.488
22	242	15.432
24	288	18.550
26	338	21.352
28	392	23.616
30	450	27.250
32	512	29.641
34	578	33.125
36	648	37.594
38	722	42.877
40	800	48.309
42	882	49.454
44	968	58.372
46	1058	63.519
48	1152	67.356
50	1250	71.010
52	1352	77.686
54	1458	81.266
56	1568	88.794
58	1682	96.772
60	1800	98.277
62	1922	104.303
64	2048	114.634
66	2178	121.246
68	2312	126.965
70	2450	142.212
72	2592	146.367
74	2738	150.732
76	2888	156.761
78	3042	167.965
80	3200	178.850
82	3362	182.272
84	3528	190.648
86	3698	203.389
88	3872	214.742
90	4050	231.775
92	4232	235.061
94	4418	246.548
96	4608	271.146
98	4802	275.654
100	5000	278.981
102	5202	297.432
104	5408	307.071
106	5618	317.905
108	5832	324.709
110	6050	347.395
112	6272	358.270
114	6498	365.457
116	6728	379.599
118	6962	397.192
120	7200	413.399
122	7442	423.356
124	7688	436.595
126	7938	449.126
128	8192	475.303
130	8450	481.784
132	8712	505.805
134	8978	510.296
136	9248	540.073
138	9522	559.860
140	9800	561.208
142	10082	587.572
144	10368	617.454
146	10658	625.555
148	10952	637.453
150	11250	672.363
152	11552	688.877
154	11858	702.882
156	12168	711.214
158	12482	724.688
160	12800	765.568
162	13122	771.551
164	13448	775.350
166	13778	836.784
168	14112	838.565
170	14450	854.149
172	14792	864.502
174	15138	897.499
176	15488	908.520
178	15842	947.055
180	16200	964.311
182	16562	983.757
184	16928	1025.625
186	17298	1034.980
188	17672	1063.372
190	18050	1071.553
192	18432	1100.273
194	18818	1112.588
196	19208	1163.168
198	19602	1144.276
200	20000	1195.281
202	20402	1233.818
204	20808	1241.131
206	21218	1292.921
208	21632	1311.158
210	22050	1325.740
212	22472	1331.798
214	22898	1366.460
216	23328	1386.137
218	23762	1423.206
220	24200	1486.810
222	24642	1507.139
224	25088	1542.994
226	25538	1515.064
228	25992	1585.090
230	26450	1655.158
232	26912	1686.689
234	27378	1751.663
236	27848	1733.120
238	28322	1802.158
240	28800	1768.377
242	29282	1850.035
244	29768	1920.400
246	30258	1991.329
248	30752	1998.845
250	31250	2090.051
252	31752	2098.402
254	32258	2090.348
256	32768	2083.245
258	33282	2178.504
260	33800	2228.616
262	34322	2299.382
264	34848	2287.607
266	35378	2339.007
268	35912	2346.576
270	36450	2328.213
272	36992	2497.116
274	37538	2457.837
276	38088	2586.943
278	38642	2589.410
280	39200	2670.667
282	39762	2698.319
284	40328	2754.873
286	40898	2721.862
288	41472	2884.660
290	42050	2875.191
292	42632	2877.700
294	43218	2924.996
296	43808	3063.594
298	44402	3036.574
300	45000	3139.847
302	45602	3128.033
304	46208	3269.237
306	46818	3286.052
308	47432	3320.887
310	48050	3254.467
312	48672	3363.807
314	49298	3371.765
316	49928	3495.470
318	50562	3461.229
320	51200	3464.487
322	51842	3634.982
324	52488	3679.579
326	53138	3834.198
328	53792	3778.099
330	54450	3924.080
332	55112	3996.685
334	55778	3938.218
336	56448	4037.237
338	57122	4099.227
340	57800	4114.541
342	58482	4269.437
344	59168	4379.591
346	59858	4245.470
348	60552	4260.738
350	61250	4435.650
352	61952	4423.043
354	62658	4544.377
356	63368	4534.705
358	64082	4793.081
360	64800	4886.189
362	65522	4899.350
364	66248	5055.996
366	66978	4894.629
368	67712	4924.281
370	68450	5274.819
372	69192	5248.298
374	69938	5263.690
376	70688	5344.437
378	71442	5340.685
380	72200	5470.717
382	72962	5507.898
384	73728	5686.278
386	74498	5753.178
388	75272	5644.349
390	76050	5855.082
392	76832	5874.882
394	77618	5899.286
396	78408	6064.473
398	79202	6110.258
400	80000	6204.734
402	80802	6300.586
404	81608	6361.200
406	82418	6423.632
408	83232	6557.453
410	84050	6670.847
412	84872	6373.440
414	85698	6394.207
416	86528	6617.341
418	87362	6686.081
420	88200	6847.776
422	89042	6892.429
424	89888	6990.847
426	90738	7002.511
428	91592	7186.657
430	92450	7263.587
432	93312	7267.017
434	94178	7405.374
436	95048	7606.048
438	95922	7454.410
440	96800	7622.168
442	97682	7674.250
444	98568	7738.861
446	99458	8246.318
448	100352	8199.291
450	101250	8554.255
452	102152	8675.969
454	103058	8625.196
456	103968	8432.953
458	104882	8345.636
460	105800	8647.049
462	106722	8667.689
464	107648	8816.834
466	108578	8993.834
468	109512	9055.459
470	110450	9187.981
472	111392	8886.747
474	112338	9010.388
476	113288	9619.969
478	114242	9601.987
480	115200	9591.150
482	116162	9722.356
484	117128	10864.462
486	118098	10251.654
488	119072	10354.914
490	120050	9874.913
492	121032	9974.291
494	122018	10294.861
496	123008	10574.641
498	124002	10817.516
500	125000	10831.798
502	126002	10795.245
504	127008	11004.613
506	128018	11112.275
508	129032	11011.218
510	130050	10714.352
512	131072	10668.163
514	132098	10833.395
516	133128	10864.762
518	134162	10980.158
520	135200	11233.753
522	136242	11373.606
524	137288	11457.657
526	138338	11778.293
528	139392	11685.800
530	140450	11705.488
532	141512	11752.014
534	142578	12190.428
536	143648	12423.316
538	144722	12191.511
540	145800	12099.810
542	146882	12695.352
544	147968	12505.696
546	149058	12169.360
548	150152	12250.338
550	151250	12401.883
552	152352	12937.435
554	153458	13258.107
556	154568	13660.387
558	155682	13743.296
560	156800	13623.905
562	157922	13594.853
564	159048	13776.013
566	160178	14211.198
568	161312	14128.197
570	162450	14544.576
572	163592	14389.997
574	164738	14594.960
576	165888	14607.361
578	167042	14797.609
580	168200	15151.279
582	169362	15078.345
584	170528	15430.025
586	171698	15511.500
588	172872	15624.864
590	174050	15781.118
592	175232	16094.267
594	176418	16190.231
596	177608	16238.071
598	178802	16589.892
600	180000	16710.528
602	181202	16846.278
604	182408	17002.336
606	183618	17104.781
608	184832	16972.874
610	186050	17115.568
612	187272	17190.526
614	188498	17393.980
616	189728	17493.254
618	190962	17605.484
620	192200	17858.311
622	193442	18273.194
624	194688	18126.495
626	195938	18192.996
628	197192	18723.803
630	198450	18819.999
632	199712	18705.736
634	200978	18998.901
636	202248	18780.823
638	203522	19105.959
640	204800	19467.040
642	206082	19719.388
644	207368	19706.558
646	208658	20019.698
648	209952	20061.663
650	211250	19821.427
652	212552	20175.358
654	213858	20392.935
656	215168	20466.844
658	216482	20466.836
660	217800	20446.972
662	219122	20521.226
664	220448	20750.977
666	221778	20831.419
668	223112	20786.080
670	224450	21007.133
672	225792	21273.844
674	227138	21533.526
676	228488	21462.138
678	229842	23068.365
680	231200	23194.388
682	232562	22315.641
684	233928	22674.340
686	235298	22541.875
688	236672	22897.345
690	238050	23174.014
692	239432	22806.098
694	240818	23594.775
696	242208	23380.926
698	243602	23487.692
700	245000	23818.645
702	246402	23821.260
704	247808	23912.247
706	249218	24037.760
708	250632	23952.053
710	252050	23982.390
712	253472	24133.384
714	254898	24468.296
716	256328	24941.445
718	257762	24787.872
720	259200	25456.615
722	260642	24838.529
724	262088	25458.325
726	263538	26133.663
728	264992	25789.681
730	266450	25969.153
732	267912	26308.374
734	269378	26132.858
736	270848	26090.675
738	272322	26269.758
740	273800	26436.732
742	275282	26290.544
744	276768	26906.042
746	278258	27491.749
748	279752	27346.865
750	281250	27275.673
752	282752	27460.470
754	284258	27393.100
756	285768	27470.772
758	287282	27641.355
760	288800	27837.592
762	290322	28483.186
764	291848	29064.219
766	293378	28435.468
768	294912	28593.305
770	296450	28997.782
772	297992	29153.150
774	299538	29367.856
776	301088	29310.061
778	302642	29990.669
780	304200	29651.249
782	305762	29997.310
784	307328	29613.468
786	308898	30094.143
788	310472	30267.339
790	312050	30364.247
792	313632	30384.398
794	315218	30881.055
796	316808	30735.990
798	318402	30834.282
800	320000	31040.814
802	321602	31516.253
804	323208	31822.279
806	324818	32268.984
808	326432	32364.791
810	328050	31763.000
812	329672	32291.269
814	331298	33744.311
816	332928	33838.465
818	334562	33143.054
820	336200	32860.971
822	337842	33354.904
824	339488	33686.594
826	341138	33391.000
828	342792	33276.500
830	344450	33817.912
832	346112	33764.577
834	347778	33956.091
836	349448	33829.709
838	351122	34631.252
840	352800	34793.930
842	354482	34833.050
844	356168	35447.344
846	357858	35456.131
848	359552	35320.366
850	361250	35478.049
852	362952	35288.844
854	364658	35703.507
856	366368	36173.774
858	368082	36449.452
860	369800	36398.717
862	371522	36967.118
864	373248	37357.875
866	374978	36984.281
868	376712	37306.304
870	378450	37802.690
872	380192	38033.223
874	381938	38202.399
876	383688	38390.023
878	385442	38405.728
880	387200	38310.741
882	388962	38569.532
884	390728	39380.021
886	392498	38867.650
888	394272	39405.219
890	396050	39128.438
892	397832	39775.207
894	399618	39590.061
896	401408	39814.621
898	403202	40390.466
900	405000	40209.839
902	406802	40484.030
904	408608	41089.296
906	410418	41128.617
908	412232	41784.151
910	414050	41612.203
912	415872	41996.936
914	417698	42637.552
916	419528	42152.653
918	421362	42225.168
920	423200	41843.683
922	425042	43165.478
924	426888	42194.476
926	428738	43540.627
928	430592	43610.707
930	432450	43566.910
932	434312	43898.147
934	436178	44683.737
936	438048	44313.558
938	439922	44365.557
940	441800	44361.141
942	443682	44967.231
944	445568	45156.081
946	447458	45804.162
948	449352	46017.969
950	451250	45608.555
952	453152	45377.988
954	455058	45407.604
956	456968	45778.328
958	458882	46395.080
960	460800	46831.640
962	462722	47146.178
964	464648	47154.448
966	466578	47893.722
968	468512	47662.573
970	470450	47816.809
972	472392	48414.449
974	474338	48287.901
976	476288	48895.406
978	478242	49595.679
