980	480200	49829.742
982	482162	49458.806
984	484128	49128.358
986	486098	49684.536
988	488072	49716.968
990	490050	49714.456
992	492032	50103.627
994	494018	50993.926
996	496008	51203.565
998	498002	51112.174
1000	500000	51750.395
